step,count_#6,count_#7,count_#8
0,20,500,25
1,20,501,25
2,20,504,25
3,20,512,25
4,20,518,25
5,20,521,26
6,20,528,26
7,20,538,26
8,20,543,26
9,20,547,26
10,20,554,26
11,20,556,26
12,20,558,26
13,20,563,26
14,20,560,26
15,20,564,26
16,20,570,26
17,20,569,26
18,20,574,26
19,20,579,26
20,20,582,26
21,20,587,26
22,20,591,26
23,20,595,26
24,20,596,26
25,20,598,26
26,20,601,26
27,20,608,26
28,20,615,26
29,20,621,25
30,20,627,25
31,20,629,25
32,20,633,26
33,20,639,26
34,20,642,26
35,20,650,27
36,20,651,27
37,20,659,27
38,20,668,27
39,20,677,27
40,20,682,27
41,20,690,27
42,20,698,27
43,20,703,27
44,20,709,27
45,21,712,27
46,21,714,26
47,21,723,26
48,21,733,25
49,21,739,25
50,21,743,25
51,21,749,24
52,21,762,24
53,21,762,24
54,21,765,24
55,21,776,24
56,21,783,24
57,21,786,24
58,21,796,24
59,21,804,24
60,21,810,25
61,21,817,25
62,21,820,25
63,21,827,25
64,21,831,25
65,21,839,25
66,21,841,25
67,21,851,25
68,21,864,25
69,21,871,25
70,21,871,25
71,21,878,25
72,21,885,25
73,21,895,25
74,21,910,25
75,21,918,24
76,21,922,24
77,21,929,24
78,21,932,24
79,21,940,25
80,21,950,25
81,21,955,25
82,21,968,25
83,21,976,25
84,21,982,25
85,21,988,25
86,21,998,25
87,21,1004,25
88,21,1021,25
89,21,1028,25
90,21,1037,25
91,21,1045,25
92,21,1051,25
93,22,1067,25
94,22,1081,25
95,22,1090,24
96,22,1096,24
97,22,1116,24
98,22,1131,24
99,22,1150,24
100,22,1159,24
101,22,1167,24
102,22,1174,24
103,22,1184,24
104,22,1192,24
105,22,1201,24
106,22,1212,24
107,22,1222,24
108,22,1232,24
109,22,1250,24
110,22,1266,25
111,22,1276,25
112,22,1287,25
113,22,1294,25
114,22,1302,25
115,22,1321,25
116,22,1333,25
117,22,1342,25
118,22,1356,25
119,22,1371,25
120,22,1384,25
121,22,1397,25
122,22,1407,25
123,22,1418,25
124,22,1434,25
125,22,1445,25
126,22,1454,25
127,22,1461,25
128,22,1478,26
129,22,1494,26
130,22,1511,27
131,22,1524,27
132,22,1538,27
133,22,1554,27
134,22,1560,27
135,22,1572,27
136,22,1589,27
137,22,1598,27
138,22,1619,27
139,22,1635,27
140,22,1650,28
141,22,1666,28
142,22,1683,28
143,22,1693,28
144,22,1707,28
145,22,1721,28
146,22,1733,28
147,22,1752,28
148,22,1775,29
149,22,1792,29
150,22,1810,29
151,22,1823,29
152,22,1835,29
153,22,1857,29
154,22,1879,29
155,22,1898,29
156,22,1917,29
157,22,1931,29
158,22,1950,29
159,22,1971,29
160,22,1991,29
161,22,2005,29
162,22,2023,29
163,23,2043,29
164,23,2063,29
165,23,2082,29
166,23,2098,29
167,23,2112,29
168,23,2126,29
169,23,2156,29
170,23,2172,29
171,23,2193,30
172,23,2215,30
173,24,2244,30
174,24,2262,30
175,24,2282,30
176,24,2306,30
177,24,2320,30
178,24,2343,30
179,24,2369,30
180,24,2394,30
181,24,2416,31
182,24,2436,31
183,25,2457,31
184,25,2473,32
185,25,2487,32
186,25,2508,32
187,25,2528,32
188,25,2550,32
189,25,2571,32
190,26,2585,32
191,26,2597,32
192,26,2619,32
193,26,2647,32
194,26,2656,32
195,26,2675,32
196,26,2693,32
197,26,2715,32
198,26,2734,33
199,26,2746,33
200,26,2751,33
201,26,2759,33
202,26,2773,33
203,26,2776,33
204,26,2786,33
205,26,2795,33
206,26,2795,33
207,26,2816,33
208,26,2818,33
209,27,2822,33
210,27,2822,33
211,27,2825,33
212,27,2827,33
213,27,2818,33
214,27,2811,33
215,27,2799,33
216,27,2785,33
217,27,2765,33
218,27,2757,33
219,27,2745,33
220,28,2741,33
221,28,2727,33
222,28,2704,33
223,28,2691,33
224,28,2674,33
225,28,2665,33
226,28,2648,33
227,28,2620,33
228,28,2591,33
229,28,2576,33
230,28,2559,33
231,28,2540,33
232,28,2516,33
233,28,2491,33
234,28,2466,33
235,28,2436,33
236,28,2422,33
237,28,2395,34
238,28,2370,34
239,28,2353,35
240,28,2332,35
241,29,2321,35
242,29,2300,35
243,29,2281,35
244,29,2264,35
245,29,2244,35
246,29,2230,35
247,29,2210,35
248,29,2189,35
249,29,2172,36
250,29,2151,36
251,29,2135,36
252,29,2114,36
253,29,2095,36
254,29,2082,36
255,30,2054,36
256,30,2038,37
257,30,2017,37
258,30,1994,38
259,30,1975,38
260,30,1960,38
261,30,1937,38
262,30,1921,38
263,30,1908,38
264,30,1891,38
265,30,1868,38
266,30,1844,38
267,30,1820,38
268,30,1794,38
269,30,1772,38
270,30,1759,38
271,30,1734,38
272,30,1710,38
273,30,1699,38
274,30,1683,38
275,30,1663,38
276,31,1651,39
277,31,1638,40
278,31,1618,40
279,31,1603,41
280,31,1582,41
281,31,1567,42
282,31,1550,42
283,31,1534,42
284,31,1516,43
285,31,1503,43
286,32,1491,43
287,32,1480,43
288,32,1466,43
289,32,1450,43
290,32,1441,43
291,32,1426,43
292,32,1417,43
293,33,1402,43
294,33,1395,43
295,33,1386,43
296,34,1374,43
297,34,1361,44
298,34,1345,44
299,34,1331,44
300,34,1319,44
301,34,1304,44
302,34,1290,44
303,34,1281,44
304,34,1276,44
305,34,1270,44
306,34,1264,44
307,34,1261,44
308,34,1250,44
309,34,1244,44
310,34,1236,44
311,34,1227,44
312,34,1224,44
313,34,1216,44
314,34,1211,45
315,34,1206,45
316,34,1203,45
317,34,1196,45
318,34,1194,45
319,34,1194,45
320,34,1184,45
321,34,1177,45
322,34,1173,45
323,34,1166,46
324,34,1160,46
325,34,1155,46
326,34,1150,46
327,34,1147,46
328,34,1144,46
329,34,1148,47
330,34,1142,47
331,34,1137,47
332,35,1136,47
333,35,1139,47
334,35,1140,47
335,35,1136,47
336,35,1140,47
337,35,1144,47
338,36,1137,47
339,36,1133,47
340,36,1133,47
341,36,1132,47
342,37,1130,47
343,37,1124,47
344,36,1123,48
345,36,1118,48
346,36,1117,48
347,36,1115,48
348,36,1118,48
349,36,1117,48
350,36,1115,48
351,37,1116,48
352,37,1116,48
353,37,1120,48
354,37,1119,48
355,37,1127,49
356,37,1129,49
357,37,1133,49
358,37,1132,49
359,37,1133,49
360,37,1132,50
361,37,1130,50
362,37,1123,51
363,37,1125,52
364,37,1127,52
365,37,1131,52
366,37,1132,52
367,37,1138,52
368,38,1139,52
369,38,1142,52
370,39,1142,52
371,39,1141,51
372,39,1146,51
373,39,1150,51
374,39,1150,51
375,39,1145,51
376,39,1150,50
377,39,1152,50
378,39,1155,50
379,39,1153,50
380,39,1159,50
381,39,1155,50
382,39,1158,50
383,39,1166,50
384,39,1171,51
385,40,1173,51
386,40,1173,51
387,40,1177,51
388,40,1178,51
389,40,1178,51
390,40,1184,52
391,41,1185,52
392,41,1184,52
393,41,1188,52
394,41,1191,52
395,41,1190,53
396,41,1194,53
397,41,1203,53
398,41,1206,53
399,41,1208,54
400,41,1210,54
401,41,1215,54
402,40,1218,54
403,40,1218,54
404,40,1222,54
405,40,1232,54
406,40,1230,54
407,40,1229,54
408,39,1228,54
409,39,1228,54
410,39,1231,54
411,39,1232,54
412,39,1240,54
413,39,1240,54
414,39,1242,54
415,39,1255,54
416,39,1258,55
417,39,1261,55
418,39,1264,55
419,39,1269,55
420,39,1268,55
421,39,1265,55
422,39,1266,55
423,39,1269,55
424,39,1271,55
425,39,1272,55
426,39,1267,56
427,39,1265,56
428,39,1266,56
429,39,1271,56
430,39,1276,56
431,39,1285,56
432,39,1295,56
433,39,1296,56
434,39,1297,56
435,39,1302,56
436,39,1308,56
437,39,1316,56
438,40,1321,57
439,40,1323,57
440,40,1330,57
441,40,1339,57
442,40,1340,57
443,40,1340,57
444,40,1342,57
445,40,1343,57
446,40,1346,57
447,40,1346,57
448,40,1353,57
449,40,1356,57
450,40,1361,57
451,40,1362,57
452,40,1359,57
453,40,1361,57
454,40,1371,57
455,40,1374,57
456,40,1372,57
457,40,1374,57
458,41,1376,57
459,41,1372,57
460,41,1376,57
461,41,1379,57
462,41,1383,57
463,41,1381,57
464,41,1381,57
465,41,1382,59
466,41,1391,59
467,41,1399,60
468,41,1399,60
469,41,1400,60
470,41,1401,62
471,41,1400,62
472,41,1397,62
473,41,1392,62
474,42,1390,63
475,42,1393,63
476,42,1394,63
477,42,1392,64
478,42,1393,64
479,42,1393,64
480,42,1390,64
481,42,1389,64
482,42,1385,64
483,42,1385,64
484,42,1384,64
485,42,1378,64
486,42,1378,64
487,42,1376,64
488,42,1375,64
489,42,1376,64
490,43,1376,65
491,43,1373,65
492,43,1364,65
493,43,1366,64
494,43,1364,65
495,43,1364,65
496,43,1363,65
497,43,1371,65
498,43,1371,65
499,44,1368,65
500,44,1365,65
501,44,1363,65
502,44,1366,65
503,44,1364,65
504,44,1350,65
505,44,1347,65
506,44,1347,65
507,44,1352,65
508,44,1346,65
509,44,1341,65
510,44,1335,66
511,44,1335,66
512,44,1333,66
513,44,1332,66
514,44,1333,66
515,44,1334,66
516,44,1335,66
517,44,1339,66
518,44,1336,66
519,45,1338,66
520,45,1333,66
521,46,1333,66
522,46,1331,66
523,46,1330,66
524,46,1331,66
525,46,1340,66
526,46,1340,66
527,46,1335,66
528,46,1337,67
529,46,1331,67
530,46,1328,67
531,46,1329,67
532,46,1326,67
533,46,1328,67
534,46,1328,67
535,46,1328,67
536,47,1334,66
537,47,1329,66
538,47,1320,66
539,47,1320,66
540,47,1323,66
541,47,1318,66
542,47,1318,66
543,47,1322,66
544,47,1324,67
545,47,1323,67
546,47,1325,68
547,47,1319,68
548,47,1319,68
549,47,1318,68
550,47,1313,68
551,47,1311,68
552,47,1310,68
553,47,1304,68
554,47,1307,69
555,47,1306,69
556,47,1307,69
557,47,1305,69
558,47,1304,69
559,47,1308,70
560,47,1308,70
561,49,1309,70
562,49,1306,70
563,49,1303,70
564,49,1300,71
565,49,1300,71
566,49,1304,71
567,49,1299,71
568,49,1293,71
569,49,1295,71
570,50,1293,71
571,50,1292,71
572,50,1295,71
573,50,1300,71
574,50,1292,71
575,50,1290,72
576,51,1284,72
577,52,1280,72
578,52,1276,72
579,52,1276,72
580,52,1273,72
581,52,1275,72
582,52,1279,72
583,52,1277,72
584,52,1273,72
585,52,1268,73
586,52,1273,73
587,53,1277,73
588,53,1276,73
589,54,1276,73
590,54,1271,73
591,54,1275,73
592,54,1282,73
593,54,1284,73
594,54,1284,73
595,54,1279,73
596,54,1277,73
597,54,1273,73
598,54,1272,73
599,54,1270,73
600,54,1271,73
601,54,1269,72
602,54,1267,72
603,54,1267,72
604,54,1267,72
605,54,1264,72
606,54,1261,72
607,54,1261,72
608,54,1258,72
609,54,1261,72
610,54,1256,72
611,54,1257,72
612,54,1261,72
613,54,1263,72
614,54,1259,73
615,54,1261,73
616,54,1264,73
617,54,1262,73
618,54,1259,74
619,54,1263,74
620,54,1264,74
621,54,1269,74
622,54,1272,74
623,54,1269,74
624,54,1265,74
625,54,1264,74
626,54,1261,74
627,54,1261,74
628,55,1261,74
629,55,1263,74
630,55,1260,74
631,55,1265,74
632,55,1271,76
633,55,1273,76
634,55,1279,76
635,55,1284,76
636,55,1277,77
637,55,1271,77
638,55,1266,77
639,55,1268,77
640,55,1262,77
641,55,1260,78
642,55,1260,79
643,55,1264,79
644,55,1262,79
645,55,1261,79
646,55,1257,80
647,55,1257,80
648,55,1253,80
649,55,1250,80
650,55,1249,80
651,55,1246,80
652,55,1244,79
653,55,1237,80
654,55,1235,80
655,55,1234,80
656,56,1228,81
657,56,1232,81
658,56,1233,82
659,57,1232,82
660,57,1231,82
661,58,1232,82
662,58,1229,82
663,58,1228,82
664,58,1227,83
665,58,1227,84
666,58,1226,84
667,58,1227,84
668,58,1226,85
669,58,1224,85
670,58,1222,85
671,58,1216,85
672,58,1217,85
673,59,1213,85
674,59,1217,85
675,59,1223,85
676,59,1217,84
677,59,1212,84
678,59,1213,84
679,59,1213,84
680,59,1214,84
681,60,1216,84
682,61,1216,86
683,62,1215,86
684,62,1210,86
685,62,1213,86
686,62,1210,86
687,62,1205,86
