step,count_#6,count_#7,count_#8
0,20,500,25
1,20,501,25
2,20,507,25
3,20,510,25
4,20,511,25
5,20,517,25
6,20,514,25
7,20,520,25
8,20,522,25
9,20,523,25
10,20,530,25
11,20,531,25
12,20,535,25
13,20,543,25
14,20,542,25
15,20,542,25
16,20,547,25
17,20,557,25
18,21,560,25
19,21,563,25
20,21,564,25
21,21,570,25
22,21,575,25
23,21,585,25
24,21,590,25
25,21,597,25
26,21,601,25
27,21,603,25
28,21,606,25
29,21,611,25
30,21,613,25
31,21,620,25
32,21,619,26
33,21,627,26
34,21,631,25
35,21,636,25
36,21,643,25
37,19,648,25
38,19,651,25
39,19,651,25
40,19,663,24
41,19,666,24
42,19,675,24
43,19,684,24
44,19,686,24
45,19,696,24
46,19,700,24
47,19,701,24
48,19,714,23
49,19,726,23
50,19,732,23
51,19,738,23
52,19,745,23
53,19,750,23
54,19,757,23
55,19,764,23
56,19,772,23
57,19,776,24
58,19,781,24
59,19,783,24
60,19,797,24
61,18,800,24
62,18,806,24
63,18,817,24
64,18,824,24
65,18,828,24
66,18,837,24
67,18,851,24
68,18,858,25
69,18,861,25
70,18,867,25
71,18,879,25
72,18,889,25
73,18,896,25
74,18,905,25
75,18,915,25
76,18,925,25
77,18,932,25
78,18,940,25
79,18,954,25
80,18,956,25
81,18,964,25
82,18,980,26
83,18,987,26
84,18,994,25
85,18,1007,25
86,18,1017,25
87,18,1029,25
88,18,1036,25
89,18,1048,25
90,18,1060,25
91,18,1068,25
92,18,1080,25
93,18,1090,25
94,18,1096,25
95,18,1113,25
96,18,1124,25
97,18,1132,25
98,18,1145,25
99,18,1156,25
100,18,1164,24
101,18,1175,24
102,18,1188,24
103,18,1200,24
104,18,1207,24
105,18,1216,24
106,19,1227,24
107,19,1241,24
108,19,1258,24
109,19,1270,24
110,19,1279,24
111,19,1292,24
112,19,1306,24
113,19,1318,24
114,19,1332,23
115,19,1352,23
116,19,1365,23
117,19,1384,23
118,19,1396,23
119,19,1409,23
120,19,1423,24
121,19,1436,24
122,18,1445,24
123,18,1464,24
124,18,1470,24
125,18,1481,24
126,18,1504,23
127,18,1517,23
128,18,1535,23
129,18,1554,23
130,18,1572,23
131,18,1591,23
132,18,1604,23
133,18,1617,23
134,18,1635,23
135,18,1659,23
136,18,1677,23
137,18,1692,23
138,18,1709,23
139,18,1721,23
140,18,1743,23
141,18,1761,23
142,18,1786,23
143,18,1804,24
144,18,1827,24
145,18,1841,24
146,18,1862,24
147,18,1883,24
148,19,1907,24
149,19,1921,24
150,19,1931,24
151,19,1943,24
152,19,1959,24
153,19,1977,24
154,19,1995,24
155,19,2016,24
156,19,2038,24
157,19,2066,24
158,19,2084,24
159,19,2103,23
160,19,2138,23
161,19,2159,23
162,19,2183,23
163,19,2212,23
164,19,2236,24
165,19,2253,24
166,20,2278,24
167,20,2294,24
168,20,2316,24
169,20,2338,25
170,20,2361,25
171,20,2382,25
172,20,2403,25
173,20,2421,25
174,20,2442,25
175,20,2464,25
176,20,2473,25
177,20,2491,25
178,20,2519,25
179,20,2545,25
180,20,2562,25
181,20,2589,25
182,20,2612,25
183,20,2626,25
184,20,2637,25
185,20,2650,25
186,20,2660,25
187,20,2674,25
188,20,2689,25
189,20,2710,25
190,20,2723,25
191,20,2740,25
192,20,2751,25
193,20,2760,25
194,20,2768,25
195,20,2781,25
196,21,2784,25
197,21,2802,25
198,21,2812,25
199,21,2821,25
200,21,2836,25
201,21,2838,25
202,21,2836,26
203,21,2833,26
204,21,2838,26
205,22,2836,26
206,22,2837,26
207,22,2835,26
208,22,2835,26
209,22,2833,26
210,22,2829,26
211,22,2822,26
212,22,2822,26
213,22,2816,26
214,22,2807,26
215,22,2789,27
216,22,2771,27
217,22,2762,27
218,22,2747,27
219,22,2730,27
220,22,2710,27
221,22,2695,27
222,22,2682,27
223,22,2656,27
224,22,2643,27
225,22,2630,27
226,22,2604,27
227,22,2576,27
228,22,2549,27
229,22,2527,28
230,22,2504,28
231,22,2483,28
232,22,2465,28
233,22,2450,28
234,22,2427,28
235,22,2405,28
236,22,2393,28
237,22,2381,28
238,22,2359,28
239,23,2344,28
240,23,2317,29
241,23,2288,29
242,23,2263,29
243,23,2246,29
244,23,2229,29
245,23,2211,29
246,23,2180,29
247,23,2156,30
248,23,2135,30
249,23,2116,30
250,23,2095,31
251,23,2065,31
252,23,2031,31
253,23,2021,31
254,23,2000,31
255,23,1973,31
256,23,1953,31
257,23,1931,31
258,23,1915,31
259,24,1901,32
260,24,1876,32
261,24,1861,32
262,24,1848,32
263,24,1826,33
264,24,1801,33
265,24,1776,33
266,24,1760,33
267,24,1740,33
268,24,1718,33
269,24,1696,33
270,24,1681,33
271,24,1662,33
272,24,1645,33
273,24,1626,33
274,24,1605,33
275,24,1592,33
276,24,1574,33
277,24,1562,33
278,25,1547,34
279,25,1532,34
280,25,1520,34
281,25,1510,34
282,25,1492,34
283,25,1475,34
284,25,1457,34
285,25,1441,34
286,25,1432,34
287,25,1427,35
288,25,1408,35
289,25,1397,36
290,25,1387,36
291,25,1378,36
292,25,1365,36
293,25,1360,36
294,25,1349,37
295,25,1338,37
296,25,1329,37
297,25,1316,37
298,25,1305,37
299,25,1298,37
300,25,1286,37
301,25,1273,37
302,25,1267,37
303,25,1264,38
304,25,1255,38
305,25,1245,38
306,26,1242,39
307,26,1229,39
308,26,1228,39
309,26,1226,39
310,26,1221,39
311,26,1219,39
312,26,1213,39
313,26,1208,39
314,26,1200,39
315,26,1196,40
316,26,1196,40
317,26,1195,40
318,26,1190,40
319,26,1190,40
320,26,1191,40
321,26,1192,40
322,26,1189,40
323,26,1185,40
324,26,1183,41
325,26,1180,41
326,26,1176,41
327,26,1172,42
328,26,1168,42
329,26,1164,42
330,26,1165,43
331,27,1159,43
332,27,1152,43
333,27,1148,43
334,27,1148,43
335,27,1148,43
336,27,1147,43
337,28,1136,43
338,28,1137,43
339,28,1135,43
340,28,1128,43
341,28,1120,43
342,28,1119,43
343,28,1116,43
344,28,1117,43
345,28,1116,43
346,28,1117,43
347,28,1118,43
348,29,1121,43
349,29,1120,43
350,29,1124,44
351,29,1128,44
352,28,1131,44
353,28,1136,44
354,29,1139,44
355,29,1139,44
356,29,1136,44
357,29,1145,44
358,29,1146,44
359,29,1145,44
360,29,1142,44
361,29,1145,44
362,30,1144,44
363,30,1143,44
364,30,1145,44
365,29,1150,44
366,29,1149,44
367,29,1152,45
368,29,1157,45
369,29,1159,45
370,29,1164,45
371,29,1163,45
372,29,1166,45
373,29,1166,45
374,29,1171,45
375,29,1175,45
376,29,1177,45
377,30,1177,45
378,30,1178,45
379,29,1177,45
380,29,1175,45
381,29,1176,45
382,29,1179,46
383,29,1181,46
384,29,1188,46
385,29,1192,46
386,29,1197,47
387,29,1202,47
388,30,1211,48
389,30,1213,48
390,30,1221,48
391,30,1220,48
392,30,1223,48
393,30,1224,48
394,30,1223,48
395,30,1227,48
396,31,1234,48
397,31,1236,48
398,32,1240,48
399,32,1240,48
400,31,1252,48
401,31,1249,48
402,31,1250,47
403,31,1251,47
404,31,1254,47
405,31,1259,47
406,32,1259,47
407,32,1260,47
408,32,1260,47
409,32,1263,47
410,32,1272,47
411,32,1277,47
412,32,1282,47
413,32,1279,47
414,32,1280,48
415,32,1282,48
416,32,1290,48
417,32,1292,48
418,32,1288,48
419,32,1293,48
420,32,1296,48
421,32,1304,48
422,32,1307,48
423,32,1310,48
424,32,1302,48
425,32,1306,48
426,32,1308,48
427,32,1312,49
428,32,1317,49
429,32,1325,49
430,32,1324,49
431,32,1324,49
432,32,1325,49
433,32,1332,49
434,32,1335,49
435,33,1337,49
436,34,1336,49
437,34,1336,49
438,34,1336,50
439,34,1336,50
440,34,1336,50
441,34,1341,50
442,34,1341,51
443,34,1345,51
444,34,1345,51
445,34,1341,51
446,34,1338,53
447,34,1337,53
448,34,1342,53
449,34,1341,53
450,34,1341,54
451,34,1345,54
452,34,1344,54
453,34,1349,54
454,34,1353,53
455,34,1355,53
456,34,1358,53
457,34,1366,53
458,34,1370,53
459,34,1380,53
460,35,1377,54
461,35,1380,54
462,35,1388,55
463,35,1389,55
464,35,1394,55
465,35,1392,55
466,35,1385,55
467,35,1386,55
468,35,1382,55
469,35,1380,55
470,35,1375,55
471,35,1376,56
472,35,1375,56
473,35,1378,57
474,35,1375,59
475,35,1379,59
476,35,1382,59
477,35,1381,59
478,35,1386,59
479,35,1381,59
480,35,1383,59
481,35,1380,59
482,35,1372,59
483,35,1369,59
484,35,1375,59
485,35,1373,59
486,35,1381,59
487,35,1379,59
488,35,1381,59
489,35,1382,59
490,35,1382,59
491,35,1380,59
492,35,1385,59
493,35,1381,59
494,35,1382,59
495,35,1381,59
496,35,1388,59
497,35,1390,60
498,35,1385,60
499,35,1391,61
500,35,1393,61
501,35,1386,62
502,36,1384,62
503,37,1384,61
504,37,1381,61
505,37,1378,61
506,37,1382,61
507,37,1384,61
508,38,1375,61
509,38,1370,63
510,38,1367,63
511,38,1365,64
512,38,1364,64
513,38,1363,64
514,38,1361,64
515,38,1363,64
516,38,1364,64
517,38,1364,64
518,38,1364,64
519,38,1367,64
520,38,1370,64
521,38,1372,64
522,38,1369,64
523,39,1365,64
524,39,1372,66
525,39,1377,66
526,40,1369,66
527,39,1367,66
528,39,1364,66
529,39,1358,66
530,39,1356,66
531,39,1349,66
532,39,1351,66
533,39,1347,66
534,39,1350,66
535,39,1349,66
536,39,1348,67
537,39,1348,67
538,39,1345,67
539,39,1341,67
540,39,1338,67
541,39,1331,67
542,39,1333,67
543,39,1332,67
544,39,1333,67
545,39,1332,67
546,39,1336,67
547,39,1336,67
548,39,1336,67
549,39,1333,67
550,39,1337,67
551,39,1346,67
552,39,1346,67
553,39,1345,67
554,39,1342,67
555,39,1349,67
556,39,1348,67
557,39,1349,67
558,39,1347,68
559,39,1348,68
560,39,1349,68
561,39,1343,68
562,39,1341,68
563,39,1345,68
564,39,1346,68
565,39,1349,68
566,40,1354,68
567,40,1347,68
568,40,1348,68
569,40,1350,68
570,40,1352,71
571,40,1352,71
572,40,1349,71
573,40,1341,71
574,40,1338,71
575,40,1336,71
576,40,1333,71
577,40,1329,72
578,40,1328,72
579,41,1321,73
580,42,1325,73
581,42,1318,73
582,44,1316,73
583,45,1319,73
584,45,1316,73
585,45,1314,73
586,45,1310,73
587,45,1312,73
588,46,1304,73
589,47,1299,74
590,47,1293,74
591,47,1290,74
592,47,1293,74
593,47,1292,74
594,48,1289,76
595,48,1290,76
596,48,1280,76
597,48,1280,76
598,48,1283,76
599,48,1285,76
600,48,1285,76
601,48,1284,76
602,48,1285,76
603,48,1277,76
604,48,1274,76
605,48,1276,76
606,49,1276,76
607,49,1277,77
608,49,1287,77
609,50,1288,77
610,50,1286,77
611,50,1283,79
612,51,1281,80
613,51,1281,81
614,51,1279,82
615,52,1278,82
616,52,1272,82
617,52,1271,83
618,52,1265,83
619,52,1263,83
620,52,1259,83
621,52,1263,83
622,52,1257,84
623,52,1260,84
624,52,1259,84
625,53,1258,84
626,52,1257,84
627,52,1251,84
628,52,1240,85
629,52,1242,85
630,52,1241,84
631,52,1248,84
632,52,1243,84
633,52,1240,85
634,52,1232,85
635,52,1234,85
636,52,1234,85
637,51,1234,85
638,51,1231,85
639,51,1229,86
640,51,1231,86
641,51,1229,86
642,51,1226,86
643,51,1230,87
644,51,1226,87
645,53,1223,87
646,53,1233,88
647,53,1232,88
648,53,1227,88
649,53,1236,88
650,54,1222,88
651,54,1219,88
652,54,1221,88
653,54,1215,88
654,55,1212,88
655,55,1206,88
656,55,1208,88
657,55,1212,88
658,55,1209,88
659,55,1207,88
660,55,1209,88
661,55,1211,88
662,54,1204,90
663,54,1197,89
664,54,1195,89
665,54,1192,91
666,54,1191,91
667,54,1195,91
668,54,1192,91
669,54,1188,92
670,54,1176,92
671,55,1170,93
672,56,1174,93
673,56,1172,93
674,56,1169,93
675,56,1164,93
676,56,1164,94
677,56,1167,94
678,56,1168,93
679,56,1167,93
680,56,1164,93
681,56,1166,93
682,56,1164,93
683,56,1162,93
684,56,1165,93
685,56,1164,92
686,56,1165,92
687,57,1163,93
