step,count_#6,count_#7,count_#8
0,20,500,25
1,20,498,25
2,20,501,26
3,20,502,26
4,20,509,26
5,20,517,26
6,20,528,26
7,20,531,26
8,20,535,26
9,20,537,27
10,20,540,27
11,20,545,27
12,20,555,27
13,20,563,27
14,20,572,27
15,20,579,27
16,20,585,27
17,20,588,27
18,20,591,27
19,20,593,27
20,20,597,27
21,20,603,27
22,20,613,27
23,20,618,27
24,20,618,27
25,20,620,27
26,20,622,27
27,20,622,27
28,20,629,27
29,20,634,28
30,20,639,28
31,20,646,28
32,20,649,29
33,20,657,30
34,20,660,30
35,20,664,30
36,20,669,30
37,20,670,30
38,20,678,30
39,20,682,30
40,20,691,30
41,20,696,30
42,20,711,30
43,20,713,30
44,20,719,29
45,20,723,29
46,20,726,29
47,20,728,29
48,20,737,29
49,20,742,30
50,20,743,30
51,20,750,30
52,20,752,31
53,21,758,31
54,21,767,31
55,21,773,31
56,21,782,31
57,21,789,32
58,21,795,32
59,21,798,32
60,21,806,32
61,21,814,32
62,21,822,32
63,21,828,32
64,21,835,32
65,21,834,31
66,21,839,31
67,21,838,31
68,21,841,31
69,21,850,31
70,21,852,31
71,21,860,31
72,21,863,31
73,21,872,30
74,21,869,30
75,22,877,30
76,22,880,30
77,22,896,30
78,22,909,30
79,22,915,30
80,22,917,30
81,22,923,30
82,22,932,30
83,22,941,30
84,22,951,29
85,23,961,30
86,23,966,30
87,23,972,30
88,23,983,30
89,23,991,30
90,23,1002,30
91,23,1012,30
92,23,1022,30
93,23,1032,30
94,23,1038,30
95,23,1044,30
96,23,1046,30
97,23,1059,30
98,23,1064,31
99,23,1064,31
100,23,1071,31
101,23,1073,30
102,23,1079,30
103,23,1087,30
104,23,1097,30
105,23,1117,31
106,23,1127,31
107,23,1136,31
108,23,1146,31
109,23,1151,30
110,23,1161,30
111,23,1184,30
112,23,1197,30
113,23,1211,31
114,23,1221,31
115,23,1232,31
116,23,1243,31
117,23,1252,31
118,23,1261,31
119,23,1266,31
120,23,1277,31
121,23,1289,31
122,23,1302,31
123,23,1314,31
124,23,1320,31
125,23,1328,31
126,23,1339,31
127,23,1354,31
128,23,1375,31
129,23,1387,31
130,23,1400,31
131,23,1408,31
132,23,1417,31
133,23,1427,31
134,23,1436,31
135,23,1454,31
136,23,1462,31
137,23,1470,31
138,23,1479,31
139,23,1497,31
140,23,1514,31
141,23,1531,32
142,23,1537,32
143,23,1552,32
144,23,1559,32
145,23,1572,32
146,23,1585,32
147,23,1602,32
148,23,1624,32
149,23,1635,32
150,23,1653,32
151,23,1670,32
152,23,1674,33
153,23,1693,34
154,24,1699,34
155,24,1710,34
156,24,1725,34
157,24,1743,34
158,24,1761,34
159,25,1782,34
160,25,1800,34
161,25,1820,34
162,25,1834,34
163,25,1856,34
164,25,1873,34
165,25,1891,34
166,25,1914,34
167,25,1928,34
168,25,1947,34
169,26,1967,35
170,26,1984,35
171,26,2006,35
172,26,2022,35
173,26,2035,35
174,26,2060,35
175,26,2075,35
176,26,2094,35
177,26,2115,35
178,26,2138,35
179,26,2159,35
180,26,2175,35
181,26,2193,35
182,26,2207,35
183,26,2223,35
184,26,2247,35
185,26,2258,35
186,26,2285,36
187,26,2304,36
188,26,2320,36
189,26,2343,37
190,26,2367,38
191,26,2385,38
192,26,2410,38
193,26,2431,38
194,26,2450,38
195,26,2477,38
196,26,2495,38
197,26,2505,38
198,27,2521,38
199,27,2536,38
200,27,2555,38
201,27,2574,38
202,27,2593,38
203,27,2607,38
204,27,2632,38
205,27,2652,38
206,27,2660,38
207,27,2676,38
208,27,2689,38
209,27,2709,38
210,27,2732,39
211,27,2733,39
212,27,2751,40
213,27,2757,40
214,27,2769,40
215,27,2773,40
216,27,2788,40
217,27,2804,40
218,27,2798,40
219,27,2802,41
220,27,2815,41
221,27,2812,41
222,27,2815,43
223,28,2809,43
224,28,2793,43
225,28,2782,43
226,28,2767,43
227,28,2746,43
228,28,2727,43
229,28,2716,43
230,28,2693,45
231,28,2679,45
232,28,2672,45
233,28,2662,45
234,28,2647,45
235,28,2632,45
236,28,2611,45
237,28,2594,45
238,28,2570,45
239,28,2545,45
240,28,2524,45
241,28,2504,45
242,28,2480,46
243,28,2452,46
244,28,2434,46
245,28,2420,46
246,28,2399,46
247,28,2368,46
248,28,2347,46
249,28,2325,46
250,28,2305,46
251,28,2288,46
252,28,2267,47
253,28,2246,48
254,28,2225,48
255,29,2194,48
256,29,2169,48
257,29,2149,48
258,29,2131,49
259,29,2117,50
260,29,2102,50
261,29,2079,50
262,29,2064,50
263,29,2045,50
264,29,2024,50
265,29,2011,50
266,29,1990,50
267,29,1965,50
268,29,1950,50
269,29,1929,50
270,29,1917,50
271,29,1898,50
272,29,1880,50
273,29,1864,50
274,29,1843,50
275,29,1815,50
276,29,1791,50
277,29,1768,50
278,29,1741,50
279,30,1721,50
280,31,1700,51
281,31,1686,51
282,31,1661,51
283,31,1647,51
284,31,1630,52
285,31,1622,52
286,31,1608,54
287,31,1591,55
288,31,1566,55
289,31,1534,55
290,31,1520,55
291,31,1512,55
292,31,1496,55
293,31,1477,55
294,31,1464,56
295,31,1446,56
296,32,1433,56
297,32,1425,56
298,32,1419,56
299,32,1409,56
300,32,1406,56
301,32,1393,56
302,32,1377,56
303,32,1363,57
304,32,1351,57
305,32,1336,58
306,32,1323,58
307,32,1304,58
308,32,1296,58
309,32,1288,58
310,32,1274,58
311,33,1258,58
312,33,1250,58
313,32,1246,58
314,32,1238,58
315,32,1227,58
316,32,1220,58
317,32,1214,58
318,32,1204,58
319,32,1193,58
320,32,1193,58
321,32,1187,59
322,32,1176,59
323,32,1171,59
324,32,1159,59
325,32,1157,59
326,32,1153,59
327,32,1150,59
328,32,1142,59
329,33,1143,59
330,33,1143,59
331,33,1132,59
332,33,1122,59
333,33,1120,59
334,33,1121,59
335,33,1119,59
336,33,1118,59
337,33,1118,60
338,33,1118,60
339,33,1119,60
340,33,1114,60
341,33,1106,60
342,33,1103,60
343,33,1101,60
344,33,1096,60
345,33,1095,60
346,33,1094,61
347,33,1095,62
348,33,1094,62
349,33,1092,62
350,33,1099,63
351,33,1099,63
352,33,1096,63
