step,count_#6,count_#7,count_#8
0,20,500,25
1,20,504,25
2,20,503,25
3,20,506,25
4,20,514,25
5,20,519,25
6,20,520,25
7,20,525,25
8,20,534,25
9,21,541,25
10,21,546,25
11,21,550,25
12,21,553,25
13,21,558,25
14,21,569,25
15,21,575,26
16,21,576,27
17,21,576,27
18,21,580,27
19,21,587,27
20,22,591,27
21,22,599,27
22,22,603,27
23,22,606,27
24,22,614,27
25,22,620,27
26,23,620,27
27,23,624,27
28,23,631,27
29,23,635,28
30,23,641,28
31,23,641,27
32,23,648,26
33,23,647,26
34,23,644,26
35,23,648,26
36,23,655,26
37,22,662,26
38,22,665,26
39,22,669,26
40,22,674,26
41,22,678,26
42,22,685,26
43,22,684,26
44,22,690,26
45,22,695,26
46,22,704,26
47,22,710,26
48,22,721,26
49,22,726,26
50,22,730,27
51,22,738,27
52,22,742,27
53,22,748,27
54,22,756,27
55,22,768,27
56,22,774,27
57,22,784,27
58,22,787,27
59,22,790,27
60,22,793,27
61,22,802,27
62,22,811,27
63,22,813,26
64,22,816,26
65,22,822,26
66,22,833,26
67,22,841,27
68,22,842,27
69,22,860,27
70,22,868,27
71,22,874,27
72,22,879,27
73,22,884,27
74,22,892,27
75,23,896,27
76,23,913,27
77,23,920,27
78,23,925,27
79,23,932,27
80,23,940,27
81,23,948,27
82,23,957,27
83,23,968,27
84,23,975,27
85,23,981,27
86,23,990,27
87,23,996,28
88,23,1005,28
89,23,1011,28
90,23,1020,28
91,23,1032,28
92,22,1042,28
93,22,1052,28
94,22,1067,28
95,22,1074,28
96,22,1085,28
97,22,1105,28
98,22,1124,28
99,22,1133,28
100,22,1138,29
101,22,1140,30
102,22,1153,30
103,22,1169,30
104,22,1181,30
105,22,1181,30
106,22,1185,30
107,22,1199,30
108,22,1210,30
109,22,1217,31
110,22,1228,31
111,22,1244,31
112,23,1252,31
113,23,1260,31
114,23,1276,31
115,23,1286,31
116,23,1294,31
117,24,1310,31
118,24,1325,31
119,24,1334,31
120,24,1353,31
121,24,1364,31
122,24,1378,31
123,24,1388,31
124,24,1405,31
125,24,1416,30
126,24,1423,30
127,24,1434,30
128,24,1442,30
129,24,1457,30
130,24,1469,30
131,24,1482,30
132,24,1499,30
133,24,1519,30
134,24,1529,30
135,24,1541,30
136,24,1549,30
137,24,1567,30
138,24,1577,30
139,24,1588,30
140,24,1609,30
141,24,1628,30
142,24,1649,30
143,24,1664,30
144,24,1681,30
145,25,1700,30
146,25,1716,30
147,25,1738,30
148,25,1756,31
149,25,1774,31
150,25,1796,31
151,25,1809,31
152,25,1831,31
153,25,1848,31
154,25,1861,31
155,25,1874,31
156,25,1899,31
157,25,1917,31
158,25,1937,31
159,25,1951,32
160,25,1972,33
161,25,1998,33
162,25,2016,33
163,25,2029,33
164,25,2055,33
165,25,2073,33
166,25,2091,33
167,25,2108,33
168,26,2133,33
169,26,2164,33
170,26,2195,33
171,26,2209,33
172,26,2233,33
173,26,2256,33
174,26,2280,34
175,28,2294,34
176,28,2319,34
177,28,2340,34
178,28,2358,34
179,28,2380,34
180,28,2409,34
181,28,2429,34
182,28,2456,34
183,28,2475,34
184,28,2495,34
185,28,2509,34
186,28,2531,34
187,28,2551,35
188,28,2579,35
189,28,2594,35
190,28,2615,35
191,28,2641,35
192,28,2660,36
193,28,2688,36
194,28,2708,36
195,28,2734,36
196,28,2750,36
197,29,2758,36
198,29,2766,36
199,30,2780,36
200,30,2794,36
201,30,2805,37
202,30,2810,37
203,30,2824,37
204,30,2828,37
205,30,2831,37
206,30,2832,37
207,30,2832,37
208,30,2842,38
209,30,2830,38
210,30,2821,38
211,30,2821,39
212,30,2828,39
213,30,2821,39
214,30,2814,39
215,30,2797,39
216,30,2776,39
217,30,2764,39
218,30,2758,39
219,30,2743,39
220,30,2739,39
221,30,2719,39
222,30,2700,39
223,30,2683,39
224,30,2662,39
225,30,2646,39
226,30,2628,39
227,31,2615,41
228,31,2590,41
229,31,2571,41
230,31,2561,41
231,31,2531,41
232,31,2508,41
233,31,2492,42
234,31,2472,42
235,31,2456,42
236,31,2439,43
237,31,2420,43
238,31,2392,44
239,31,2361,44
240,31,2337,44
241,31,2318,44
242,31,2293,44
243,31,2273,44
244,31,2261,44
245,31,2243,44
246,31,2216,45
247,31,2195,45
248,31,2177,45
249,31,2159,45
250,31,2139,45
251,31,2107,45
252,31,2084,45
253,31,2063,45
254,31,2041,45
255,31,2019,45
256,31,1996,45
257,31,1980,45
258,31,1962,45
259,31,1942,45
260,31,1923,45
261,31,1906,45
262,31,1884,45
263,32,1866,45
264,32,1846,45
265,32,1827,44
266,32,1811,44
267,32,1792,44
268,32,1770,44
269,32,1750,44
270,32,1732,44
271,33,1711,44
272,33,1689,44
273,34,1677,44
274,34,1656,44
275,34,1639,44
276,34,1621,44
277,34,1600,44
278,35,1588,44
279,37,1573,44
280,37,1552,44
281,37,1533,44
282,37,1517,44
283,37,1504,44
284,37,1492,44
285,37,1478,44
286,37,1467,44
287,37,1454,44
288,37,1446,44
289,37,1433,44
290,36,1415,44
291,36,1393,44
292,36,1386,44
293,35,1369,44
294,35,1364,44
295,35,1358,44
296,35,1348,45
297,35,1337,45
298,35,1333,45
299,35,1325,45
300,35,1307,45
301,36,1288,45
302,36,1282,45
303,36,1278,45
304,36,1271,45
305,36,1263,45
306,36,1253,45
307,37,1245,45
308,37,1236,45
309,37,1227,45
310,37,1216,45
311,37,1210,45
312,37,1204,44
313,37,1201,44
314,37,1194,44
315,37,1185,44
316,37,1178,44
317,37,1171,44
318,37,1166,45
319,36,1160,45
320,36,1153,45
321,36,1147,45
322,36,1144,46
323,36,1146,46
324,36,1140,46
325,36,1137,46
326,36,1133,47
327,36,1125,47
328,36,1116,48
329,36,1115,48
330,36,1115,48
